additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,ground_rent,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/13k/12627/151537364/12627_33315581_DOC_02_0012.pdf""]","Crossway, Bembridge, PO35 5RE","Reduced on 20/01/2025
 by Seafields Estates, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/01/2025,"WONDERFUL GARDENS WITH MANY SURPRISES! A superbly designed DETACHED HOUSE set within a very large plot and just a level walk away from the excellent choice of shops, restaurants, school and lovely long stretch of beaches. Offering 3-4 BEDROOMS, the ground floor offers a large welcoming hallw...",,https://www.rightmove.co.uk/properties/151537364#/?channel=RES_BUY,550000,151537364,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/151537364#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Woodland Grove, Bembridge, Isle of Wight","Reduced on 09/09/2024
 by Hose Rhodes Dickson, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 09/09/2024,"Situated in a popular road and almost a level walk into the village centre; a 3-bedroom bungalow enjoying ensuite facilities to the master bedroom, a conservatory and a fully insulated chalet in the garden, driveway with parking for several cars, garage and boot room. This home has been upgraded ...",,https://www.rightmove.co.uk/properties/152496821#/?channel=RES_BUY,550000,152496821,,for-sale,,Leasehold (40 years),40 years,bungal,https://www.rightmove.co.uk/properties/152496821#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Trelawny Way, Bembridge, Isle of Wight, PO35 5YE","Added on 28/02/2025
 by Clare Maton homes, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/02/2025,"Offered for sale chain free, this spacious detached bungalow is situated within a sought after road in Bembridge, popular due to its close proximity to the heart of the village and being just a short ...",,https://www.rightmove.co.uk/properties/158858504#/?channel=RES_BUY,550000,158858504,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158858504#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Howgate Road, Bembridge, Isle of Wight","Added on 09/08/2024
 by Hose Rhodes Dickson, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/08/2024,"Renovated throughout in very recent years and sitting in a large plot of 0.22 acres on a popular road in the area. The location is close to local amenities such as the pub, beaches, and bus routes. This home is offered with vacant possession, arranged over 2 floors and offers parking for several ...",,https://www.rightmove.co.uk/properties/151156169#/?channel=RES_BUY,550000,151156169,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/151156169#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/101k/100390/159361184/100390_TND-19920377_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 13/03/2025
 by Trigghomes, Newport",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,"Nestled in the picturesque village of Bembridge on the Isle of Wight, this delightful four-bedroom detached home offers a perfect blend of period charm and modern living. Located just a short stroll from the village centre, you’ll find an array of boutique shops, cafés, and welcoming pubs right o...",,https://www.rightmove.co.uk/properties/159361184#/?channel=RES_BUY,540000,159361184,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159361184#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Manna Road, Bembridge, Isle of Wight, PO35 5UY","Reduced on 31/10/2024
 by Clare Maton homes, Bembridge",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 31/10/2024,"Offered for sale chain free, this spacious detached bungalow has undergone a full programme of renovation works. As well as a new modern kitchen and bathroom, these works include updated electrics, a...",,https://www.rightmove.co.uk/properties/131349197#/?channel=RES_BUY,539000,131349197,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/131349197#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://www.purplebricks.co.uk/brochure/1715342""]","Hillway Road, Bembridge, PO35","Added on 22/08/2024
 by Purplebricks, covering Portsmouth",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/08/2024,"GUIDE PRICE £500,000 to £550,000. No Onward Chain A 4 double bedroom detached house enviably situated on the outskirts of Bembridge less than half a mile to the beach and near to countryside walks. The property offers spacious adaptable accommodation comprising of a 24ft 6 lounge/diner with lo...",,https://www.rightmove.co.uk/properties/151646642#/?channel=RES_BUY,525000,151646642,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/151646642#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://www.pittis.co.uk/for-sale/4-bedroom-house-in-bembridge/60423779?utm_source=Rightmove&utm_medium=web&utm_campaign=brochure#brochure""]","Manna Road, Bembridge, Isle of Wight","Added on 26/02/2025
 by Pittis, Ryde",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"Looking for village life? The look no further than this wonderful detached house tucked away in Bembridge. The property offers an abundance of modern interior, spacious accommodation, off road parking and low maintenance outside space. It is the ideal home to purchase and move straight into, with...",,https://www.rightmove.co.uk/properties/158739992#/?channel=RES_BUY,525000,158739992,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158739992#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://www.pittis.co.uk/for-sale/3-bedroom-house-in-bembridge/60426656?utm_source=Rightmove&utm_medium=web&utm_campaign=brochure#brochure""]","Lane End Road, Bembridge, Isle of Wight","Added yesterday
 by Pittis, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added yesterday,"This great opportunity offers spacious accommodation throughout - with a semi-detached house and a separate annex to the rear, there is space for a home business or multi generational living. Walking distance to the beach and local amenities, it really does offer the whole package for a family. D...",,https://www.rightmove.co.uk/properties/159492968#/?channel=RES_BUY,525000,159492968,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/159492968#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","10 The Ruskins, Kings Road, Bembridge, Isle of Wight, PO35 5NY","Added on 18/02/2025
 by Clare Maton homes, Bembridge",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 18/02/2025,"This modern, spacious property is situated in a prime location within Bembridge village, with easy access to the village centre and to the harbour with its sailing facilities. The generous sized ...",,https://www.rightmove.co.uk/properties/158407640#/?channel=RES_BUY,520000,158407640,,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/158407640#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/158028956/154001_33662694_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 10/02/2025
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/02/2025,A beautifully refurbished period cottage on a sought after road in the heart of Bembridge Village.,,https://www.rightmove.co.uk/properties/158028956#/?channel=RES_BUY,495000,158028956,1174sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/158028956#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Fairhaven Close, Bembridge, Isle of Wight, PO35 5SX","Added on 13/03/2025
 by Clare Maton homes, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,"This detached house offers spacious living accommodation which is bright and airy throughout, has the scope for modernisation and is available to purchase chain free. The house has well arranged,...",,https://www.rightmove.co.uk/properties/151927196#/?channel=RES_BUY,475000,151927196,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/151927196#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Kings Road, Bembridge, Isle of Wight","Reduced on 02/08/2024
 by Hose Rhodes Dickson, Ryde",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 02/08/2024,"Charming 4-bedroom, 3-bathroom house occupying a landmark position close to High Street shops and within easy walking distance of Ducie beach. In need of updating but offering great potential as a family home. The property benefits from a pretty, walled patio garden affording a secluded private r...",,https://www.rightmove.co.uk/properties/149526617#/?channel=RES_BUY,475000,149526617,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/149526617#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/87067845/154001_33617739_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 21/01/2025
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 21/01/2025,"In a picturesque coastal location, a short walk to the Forelands Beach, this delightful home provides an idyllic island getaway home with off-road parking and an enclosed garden.",,https://www.rightmove.co.uk/properties/87067845#/?channel=RES_BUY,475000,87067845,1044sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/87067845#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/146k/145619/155361335/145619_33529887_DOC_00_0004.pdf""]","£90k Reduction!  Foreland Road, Bembridge","Reduced on 03/01/2025
 by Susan Payne Property, Wootton Bridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/01/2025,"Situated in a highly sought-after village location, this unique detached property offers spacious accommodation with three double bedrooms, two bathrooms, and two reception rooms, a delightful courtyard, and driveway parking.",,https://www.rightmove.co.uk/properties/155361335#/?channel=RES_BUY,460000,155361335,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/155361335#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Lane End Road, Bembridge, Isle of Wight, PO35 5SU","Added on 19/01/2025
 by Clare Maton homes, Bembridge",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 19/01/2025,"This detached bungalow is set within a good sized, southerly aspect plot on Lane End Road, an easy short stroll to both the local shops and the beach at the end of the road. Built in 1964...",,https://www.rightmove.co.uk/properties/157085312#/?channel=RES_BUY,450000,157085312,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/157085312#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/150402764/154001_33244090_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Reduced on 18/02/2025
 by Spence Willard, Bembridge",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 18/02/2025,Offering surprising sea views and following extensive renovation and reconfiguration this beautifully styled and modern period cottage offers versatile living space which has cleverly retained its seaside charm.,,https://www.rightmove.co.uk/properties/150402764#/?channel=RES_BUY,440000,150402764,893sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/150402764#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Dennett Road, Bembridge, Isle of Wight, PO35 5XD","Reduced on 02/10/2024
 by Clare Maton homes, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 02/10/2024,"Dover Cottage is a charming semi detached home located in a sought after location in the heart of the village, just an easy flat stroll to the all the local shops and amenities. The cottage...",,https://www.rightmove.co.uk/properties/86618514#/?channel=RES_BUY,425000,86618514,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/86618514#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/13k/12627/155045222/12627_33512797_DOC_02_0006.pdf""]","Howgate Road, Bembridge, PO35 5QU","Added on 15/11/2024
 by Seafields Estates, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/11/2024,"OFFERING SUCH INDIVIDUALITY AND CHARM! Welcome to this delightful DETACHED HOUSE which is set well back from the road and is centrally positioned within a good sized plot. In need of some modernisation, this residence offers an excellent opportunity for one to 'put their own stamp on' a...",,https://www.rightmove.co.uk/properties/155045222#/?channel=RES_BUY,425000,155045222,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/155045222#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/13k/12627/155636984/12627_33544298_DOC_02_0003.pdf""]","Dennett Road, Bembridge, PO35 5XD","Added on 03/12/2024
 by Seafields Estates, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/12/2024,"OFFERING COMFORT, CONVENIENCE AND COASTAL CHARM! Located in sought after Dennett Road - within walking distance of the village amenities, school, beaches and harbour - this charming ATTACHED COTTAGE offers surprisingly spacious and well appointed accommodation. The property includes a large...",,https://www.rightmove.co.uk/properties/155636984#/?channel=RES_BUY,425000,155636984,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/155636984#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Heathfield Road, Bembridge, Isle of Wight, PO35 5UW","Reduced on 03/06/2024
 by Clare Maton homes, Bembridge",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/06/2024,"Offered for sale chain free, this detached chalet bungalow is located within a quiet road with easy access to the local shops, school, amenities and beaches. The bungalow is naturally brigh...",,https://www.rightmove.co.uk/properties/145116947#/?channel=RES_BUY,415000,145116947,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/145116947#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Brook Furlong, Bembridge, Isle of Wight, PO35 5QR","Reduced on 18/04/2024
 by Clare Maton homes, Bembridge",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 18/04/2024,"This detached bungalow has been beautifully re-designed and renovated in recent years to provide a modern, bright home with sociable living areas and well equipped bedrooms and bathrooms. T...",,https://www.rightmove.co.uk/properties/144531107#/?channel=RES_BUY,400000,144531107,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/144531107#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/154107977/154001_33460868_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 23/10/2024
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/10/2024,"Occupying a substantial garden and potential for further development, this family home offers plenty of accommodation, off-road parking and a garage.",,https://www.rightmove.co.uk/properties/154107977#/?channel=RES_BUY,400000,154107977,1313sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/154107977#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Dennett Road, Bembridge, Isle of Wight, PO35 5XF","Added on 02/05/2024
 by Clare Maton homes, Bembridge",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/05/2024,"This charming period cottage is located in the heart of Bembridge village, ideally positioned for those who are seeking the ease of having the local village shops on the doorstep, and the beaches, har...",,https://www.rightmove.co.uk/properties/147535082#/?channel=RES_BUY,390000,147535082,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/147535082#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/155k/154001/149884829/154001_33214350_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Reduced on 06/03/2025
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 06/03/2025,"An impressive new home boasting traditional build to a high quality finish with enclosed gardens, open plan living accommodation and off-road parking.",,https://www.rightmove.co.uk/properties/149884829#/?channel=RES_BUY,390000,149884829,1044sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/149884829#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/101k/100390/155174285/100390_TND-46993029_DOC_00_0001.pdf""]","Bembridge, Isle of Wight","Reduced on 06/03/2025
 by Trigghomes, Newport",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 06/03/2025,"Beautifully finished, high end fixtures and fittings and traditionally built. These two semi-detached properties are well placed in the sought after village of Bembridge, offering both parking and a well sized, sunny rear garden. GROUND FLOOR Entrance Hall Open Plan Living Space 32'7 x ...",,https://www.rightmove.co.uk/properties/155174285#/?channel=RES_BUY,390000,155174285,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/155174285#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Steyne Road, Bembridge, Isle of Wight, PO35 5SL","Added on 21/10/2024
 by Clare Maton homes, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 21/10/2024,"Offered for sale chain free, this semi detached period house benefits from a good sized rear garden and deceptively spacious accommodation. On the ground floor the accommodation has been a...",,https://www.rightmove.co.uk/properties/154002593#/?channel=RES_BUY,387500,154002593,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/154002593#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/150818096/154001_33270690_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 31/07/2024
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 31/07/2024,"Offering an excellent package, this purpose built mews house has well-appointed accommodation, off road parking and communal gardens which extend to the beach.",,https://www.rightmove.co.uk/properties/150818096#/?channel=RES_BUY,385000,150818096,1238sq. ft,for-sale,£500 per year,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/150818096#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Station Road, Bembridge, Isle of Wight, PO35 5NN","Added on 17/10/2024
 by Clare Maton homes, Bembridge",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 17/10/2024,"Located just moments from the beach and harbour, this period home oozes with character and charm, and boasts wonderful views of the harbour from the top 2 floors. The house offers spacious ...",,https://www.rightmove.co.uk/properties/153901769#/?channel=RES_BUY,385000,153901769,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/153901769#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/149008985/154001_33159729_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Reduced on 08/01/2025
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 08/01/2025,"Positioned in the heart of Bembridge village yet in a tucked away position, this modern and comfortable three bedroom townhouse benefits from off-road parking, an enclosed garden and contemporary well-appointed accommodation.",,https://www.rightmove.co.uk/properties/149008985#/?channel=RES_BUY,375000,149008985,1184sq. ft,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/149008985#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/223k/222692/152183765/222692_12393324_DOC_02_0000.pdf""]","Heathfield Close, Bembridge","Reduced on 22/10/2024
 by Lancasters Prime, Cowes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 22/10/2024,"Situated in a quiet cul-de sac within the sought after coastal village of Bembridge. A spacious 3 bedroom semi detached property - with scope for modernisation. Complete with off street parking, single garage and good size rear garden. CHAIN FREE",,https://www.rightmove.co.uk/properties/152183765#/?channel=RES_BUY,375000,152183765,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/152183765#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://www.pittis.co.uk/for-sale/3-bedroom-bungalow-in-bembridge/60425867?utm_source=Rightmove&utm_medium=web&utm_campaign=brochure#brochure""]","Pelham Close, Bembridge, Isle of Wight","Added on 14/02/2025
 by Pittis, Ryde",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/02/2025,"Situated close to Bembridge village this wonderful detached bungalow is tucked away in a quiet cul De sac. Spacious, light and airy accommodation throughout with double aspect rooms, provide an inviting and comfortable lifestyle. The bungalow offers scenic walks, both coastal and countryside, wit...",,https://www.rightmove.co.uk/properties/158214809#/?channel=RES_BUY,375000,158214809,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158214809#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/150625148/154001_33258146_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Reduced on 26/09/2024
 by Spence Willard, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 26/09/2024,"With communal gardens extending to the beach, this beautifully presented and low-maintenance home provides substantial accommodation and an idyllic island retreat.",,https://www.rightmove.co.uk/properties/150625148#/?channel=RES_BUY,375000,150625148,1119sq. ft,for-sale,£600 per year,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/150625148#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/155k/154001/156676823/154001_33593886_DOC_00_0000.pdf""]","Bembridge, Isle of Wight","Added on 09/01/2025
 by Spence Willard, Bembridge",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 09/01/2025,"Charming Coastal Home with Harbour Views and exciting development potential, located in popular position close to the village centre and beaches.",,https://www.rightmove.co.uk/properties/156676823#/?channel=RES_BUY,365000,156676823,667sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/156676823#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/273k/272798/148386839/272798_S957240_DOC_00_0003.pdf""]","Plot 6, Turnstone Drive, Bembridge, Isle of Wight, PO35 5SL","Reduced on 20/11/2024
 by Elliott Lincoln, Covering the Isle of Wight",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/11/2024,"Environmentally friendly, energy efficient (EPC Rating A), 2-bedroom semi-detached house with a garage, private parking and South West facing garden. Well placed in the development with much attention to detail.",,https://www.rightmove.co.uk/properties/148386839#/?channel=RES_BUY,365000,148386839,883sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/148386839#/?channel=RES_BUY,
,"Whitecliff Bay Holiday Park, Hillway Road, Bembridge, Isle of Wight PO35 5PL","Added on 14/03/2025
 by Sell My Group, Lytham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/03/2025,"AKA: AmyLuxury, made for up to eight guests who like to relax in style Open-plan living with free-standing furniture – perfect for lounging and pretending you’re in a movie Sophisticated storage, so you don’t have to trip over your stuff Kitchen with soft-close doors, loads of space, and",,https://www.rightmove.co.uk/properties/159385598#/?channel=RES_BUY,69995,159385598,,for-sale,,Leasehold (40 years),40 years,l,https://www.rightmove.co.uk/properties/159385598#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Steyne Road, Bembridge, Isle of Wight, PO35 5UL","Added on 22/11/2024
 by Clare Maton homes, Bembridge",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/11/2024,"This lovely period home has belonged to the same family since its construction 120 years ago, and is now being offered for sale for the first time in its history. The house has been very well car...",,https://www.rightmove.co.uk/properties/155268623#/?channel=RES_BUY,350000,155268623,,for-sale,,Leasehold (120 years),120 years,end,https://www.rightmove.co.uk/properties/155268623#/?channel=RES_BUY,
